"","Excit","Inhib","mixedNeu","NPC","Oligo","OPC","Astro","Micro"
"ENSG00000164398.12",0.340087593200637,0.21429972504524,0.209503742583909,-0.355223137345829,-0.404218236218834,0.265172713909012,1.05133318007362,-1.09595880505977
"ENSG00000125462.16",-0.3755330126617,-0.145346626337508,-0.77940501002908,0.0983959532429014,-0.120385441838448,1.55765455854648,1.51012085470389,-0.647163235072862
"ENSG00000116147.16",0.252288683788023,-0.162721168477769,-0.00499620806046464,-0.544941266084445,-0.843340286704534,1.60229816130384,-0.901406454245463,-0.98885722679303
"ENSG00000134853.11",-1.28359036039123,-0.758224524099148,-1.53243771464195,-1.56852235591249,-0.982441366090927,1.6491320906444,-1.14149028975457,-1.05776530095509
"ENSG00000106278.11",-0.110390566865297,-0.542543431593164,-0.398141783953937,0.069771820461348,-0.680920693669012,2.12816044712498,1.11902886142413,-0.659831960651872
"ENSG00000038427.15",-1.44603361307152,-0.649692717790507,-0.944560890952609,0.718233654315622,-0.909190427674499,1.52953156000519,0.293216495191049,-0.920533224614142
"ENSG00000110693.16",-1.48894957471769,-0.725650933695069,-1.44514971855805,-1.30799913235822,-0.796201072461633,1.16559528482608,0.0419068427012804,-1.32907837232731
"ENSG00000150275.17",-0.2481529690515,-1.15058557440332,-0.832432636336297,-1.56852235591249,-1.07161411931866,1.05351388541423,-1.22889475171184,-1.34598620733612
"ENSG00000156103.15",0.129164136517796,-0.743691458745375,0.0549553406430103,0.0816102125303405,-1.00198997199585,1.14075227563183,-1.17626374946043,-1.21043099322501
"ENSG00000171587.14",-0.452306059594754,-0.502847539590672,-0.267661439522792,-1.09112260375689,-1.07353145334224,1.18825283061321,-1.11888232013295,-0.924760209943866
"ENSG00000144285.16",-0.234748440308619,0.728058703018423,0.245521269153203,0.178983194652929,-0.952772784942256,1.16331948385347,-0.601880225570394,-1.20931756675499
"ENSG00000101311.15",-0.997949053617691,-1.33902254070986,-0.930517854195524,-1.56852235591249,-0.853302376752048,1.36976338220249,-1.27607056237106,-1.18486190338173
"ENSG00000112280.15",-1.26408720182174,-1.11988264802963,-1.31535110722541,-1.02684500598026,-0.979133755923488,1.1925909155875,-1.15552742293453,-1.08171562724832
"ENSG00000166573.5",-1.46495647232859,-1.51955778697467,-0.798412457597356,-1.56852235591249,-1.09020379229683,0.79986878420506,-1.27338737686941,-1.45422196232376
"ENSG00000139289.13",-0.692151013440676,-0.584652512909486,-0.114720847423563,-0.244260725160315,-0.883759129528962,1.09046160471542,-1.01773682952644,-0.449806490866857
"ENSG00000112902.11",-0.157725466756381,-0.862150084570396,-0.498181520579275,-0.695484951689457,-0.639245923591196,0.856059937167515,-1.22724546717609,-1.03703560179956
"ENSG00000198732.10",-1.30496730837559,-0.0979711333501989,-1.53243771464195,-0.550124524508008,0.324426263176709,1.62052382173163,-0.310365029011153,-0.849759156739848
"ENSG00000132692.18",-0.689042096740723,-0.199099883673963,-1.2413779886269,-0.605159173690982,-0.112309069488832,1.85492689069444,1.25385621087083,-0.65737904398576
"ENSG00000061938.16",0.293874505063995,0.0307818072570105,0.136841362771283,-0.481140358263275,0.238139939632931,1.56537695952432,0.215663131011794,0.247106845591935
"ENSG00000152492.13",-0.476331527950853,-0.255783869515499,-0.12457734079363,0.00153121896680268,-0.0554490779473491,1.36420130257778,0.00319402216510514,0.657997598884653
"ENSG00000072134.15",0.0646439238593278,-0.00655383146717581,0.170473236003099,0.115052999370748,1.12058862756498,2.02323533612643,0.272713112709222,0.398360730226437
"ENSG00000139910.19",0.239483340319277,0.158194105640291,0.447338566305293,-0.175811617323053,0.814913387991615,1.68508728607722,0.296003218707671,-0.379679560882435
"ENSG00000171246.5",0.986351611148758,-1.13330417245005,-0.73693032931553,-0.318472375550652,-0.761046036419518,-1.44262882606373,-1.19056026969197,-0.833634303684049
"ENSG00000116254.17",1.13174308235447,0.793317259621581,0.788700863287534,0.399420665318071,-0.926966292226501,-1.50608253485297,-1.14423460896128,-0.973401890862637
"ENSG00000171617.13",1.63223445256468,0.323336338213225,0.202214478635,1.39444614340173,-0.372703507806437,-0.277293472354547,-0.696507858773584,0.387773892947836
"ENSG00000176884.14",1.3459237643548,1.27672406861284,1.44525596550419,0.43899653191728,-0.619382439259759,-1.21123896871602,-1.14766164777415,-0.382039243074759
"ENSG00000070808.15",1.45161472162065,0.636616037775547,1.14625756283962,0.24860327468622,-0.354767574534077,-0.602169504440227,-0.188136418024583,0.112845223569522
"ENSG00000101489.19",1.36926884349451,1.16690008321339,1.59737403209282,0.772825383437333,-0.396547609885362,-0.783665924597399,-0.59360969492077,-0.390431356784495
"ENSG00000161082.12",1.40035498727427,0.859867068399632,1.39874324351297,0.956782975748188,-0.814008805968118,0.315045150233039,-1.08511825577026,-0.698708746775383
"ENSG00000280650.1",1.18877900329288,0.121915491219443,1.45271934035966,-0.341954308912075,-0.995811486323806,0.926179056193602,-1.3070564298289,-1.16598336141716
"ENSG00000106976.20",0.992488325540987,0.52543241537556,0.721945875087652,-0.0789004796952705,-0.710769403333667,0.118684683677148,-0.675062010648825,-0.494540408165303
"ENSG00000109670.13",1.11825429864682,-0.133415160435396,0.807815971275032,0.0177458587969027,-0.165040667453648,-0.582703714994103,-0.544977792734576,-0.167229517208659
"ENSG00000273079.5",0.45011856190613,0.432930101910957,0.599928424110248,-0.111525435713183,-0.936283058226196,-0.473721198066885,-1.28500096139219,-1.0291773874629
"ENSG00000163618.17",1.02467421806695,0.228797063448204,0.723071210095242,0.210873567259701,-0.853597160796408,0.213503596737414,-0.126420977175419,-1.05855900473409
"ENSG00000128656.13",1.43767732958731,0.0496847195298805,1.22910316210863,0.279322051292913,-0.0621512114316929,0.156689307799724,0.509673283086561,0.352232017906431
"ENSG00000258399.7",2.08570939592866,1.72549540158631,2.03646535530371,1.20133001213269,-0.248386211929187,1.80734121455016,-0.702777790846651,-0.214358409105216
"ENSG00000132639.12",2.0497608753824,1.66767237876694,1.8669552686045,0.992999248975594,0.295732583024648,0.974421285666065,-0.115282711396761,0.639697864862062
"ENSG00000149970.14",1.36460981597046,0.245203721710524,1.15956374646175,0.682161238965359,-0.528736895504762,0.260466182682642,0.645971827280287,-0.53740201293472
"ENSG00000214548.14",3.09831296649302,2.33355281394094,2.73808297304064,1.88524915603966,-0.34736307304079,1.57165034245925,-0.518648523526657,-0.407352377945222
"ENSG00000078018.19",1.32263162190153,0.907594419838106,1.18156896951929,0.941623084522202,-0.524819928923112,0.904794715443336,0.175384157531956,-0.116716398976758
"ENSG00000170500.12",0.979382078006649,0.42048122730388,0.910231700888073,-0.136472136345946,-0.108034423627835,0.151719755392613,-0.0118515957226096,-0.647572166497309
"ENSG00000048740.18",1.4995686654973,0.607616749743692,1.35047152387945,1.1349348692335,-0.69018412782073,0.48503727524795,0.599651311902801,1.09676815382876
"ENSG00000117318.8",-1.51659340169339,-1.74219983838787,-0.932783672051934,-1.56852235591249,-0.190591595548142,-1.66474282559122,1.30089895770486,-0.567531508604533
"ENSG00000155657.25",-1.48036041725855,-1.90157981974947,-1.51713392894925,-1.56852235591249,-1.07813256023493,-1.62130784556312,-0.685704366223726,-1.28810329230716
"ENSG00000026508.16",-1.28984829632727,-1.95653537508964,-1.53243771464195,-1.56852235591249,-0.929306972671876,-1.66474282559122,0.0127027935615949,-1.17076043925567
"ENSG00000106624.9",-1.01678604171756,-1.12645112946763,-0.523748723296795,-0.168986952024651,-0.856524193508066,-0.579294821165007,0.976556229327948,-0.225339850713871
"ENSG00000131095.11",-1.17815755987477,-0.837084256740552,-0.977836941935504,-0.180635157215194,-0.30479827726199,-0.409836244588318,1.790683053385,0.237247342307065
"ENSG00000124942.13",-1.28360025669089,-1.84898978168901,-1.44443615883679,-1.56852235591249,-1.06115879116399,-1.62052256780651,0.285055247492738,-0.639355296898041
"ENSG00000170345.9",-0.986181723777588,-0.508795062766088,-0.58867323802205,-0.724899188224281,-0.444219663067157,0.740516659035923,1.7668743296243,1.39095839275775
"ENSG00000251442.5",-1.51659340169339,-1.44494342629652,-1.53243771464195,-0.684824998425766,-0.959828126073222,-1.66474282559122,0.793702510121631,1.02210266254292
"ENSG00000106211.8",-0.386401694904335,-0.411129308815145,-0.0212184471635364,-1.56852235591249,-0.396785336938012,0.204391946840299,1.38264938788034,0.887380223232689
"ENSG00000141469.16",-1.51659340169339,-1.5842331042506,-1.53243771464195,-1.56852235591249,-1.04648057055529,-1.43309103585814,1.01053944531859,-1.45422196232376
"ENSG00000095637.21",0.398381608275034,-0.358320674331719,-0.00370918819338972,-0.387385351929785,-0.615358523721577,-0.305113769317843,0.995681561657479,-0.651743841648912
"ENSG00000177606.6",0.605413862902246,-0.302811942208051,-0.432993175524142,-0.255826095774086,0.126534355111173,0.880681822683756,1.61561918128905,0.80544390112439
"ENSG00000120885.20",0.162184284108308,0.54241055238513,0.617255448132091,-0.0777693371761119,0.346460156927367,0.461949850815505,1.80788068150626,0.596112076848246
"ENSG00000158106.13",0.63583324833659,-0.569298850833689,0.41510284204609,-0.830251028204758,-0.445015854767488,-0.0655121907080881,0.830632643159786,-0.694108731781461
"ENSG00000170390.15",0.645121074469715,0.0657363145794053,0.587874655778788,0.40048865096597,-0.442618076408505,0.378971681454833,1.14646032193497,-0.679126734842145
"ENSG00000178209.14",0.0947045232738653,-0.407895898509223,-0.0428440942163007,-0.598115482458683,-0.892425154786319,-0.457849486133359,0.406998267408758,0.019418245408263
"ENSG00000150991.14",0.228813940790984,0.316925912180439,0.270612711701982,0.591792448651742,0.745119080447978,0.271502686054685,1.26003797469348,1.18731935535567
"ENSG00000115738.9",-0.63858752311524,0.738960040014416,-1.53243771464195,0.6125997365732,-0.579166172217156,0.296228646880147,1.92655620760526,0.765258234779611
"ENSG00000141232.4",0.107168992785187,0.188915712353519,0.387105403154689,0.0611657797359771,0.824665692460384,0.361283088098761,1.55020463555344,0.509439382997429
"ENSG00000231764.8",-1.51659340169339,1.50959297783809,0.455318883396866,-1.27188619540044,-0.932549759070219,-1.48006634450081,-1.25730104002675,-1.45422196232376
"ENSG00000166006.12",0.0812259929713324,1.13675588363889,0.0991334108316037,-0.990901965980277,-0.986834552514683,-1.1931355089344,-1.1382705849924,-1.13045272366539
"ENSG00000156687.10",-0.866908173480985,0.221832448874065,0.711465401036617,-0.322602450576491,-0.981247225895994,-1.13667160854161,-0.760329058298534,-1.45422196232376
"ENSG00000067715.13",1.61326996904479,2.20045960727213,1.97838136124021,0.984255169142456,0.0172106125663696,-0.465505042355199,-0.292036579843696,0.42224422652847
"ENSG00000145864.12",0.324348403206366,1.17752486616136,0.723401877955112,-0.611499332525908,-0.771622466146214,-0.145558444865401,-1.09274607294067,-0.831606446736318
"ENSG00000186472.19",0.339982270694295,0.266889475785871,0.344019291030668,-0.128853143884823,-0.825315186251071,-0.975196424775002,-0.483392125683886,-0.733320359922684
"ENSG00000136750.11",-1.43242519478336,1.18259708383211,0.749244060713973,-0.978101821770926,-0.847437409329828,-1.33335045644523,-1.08920340805835,-0.627210232813099
"ENSG00000155511.17",1.09561990227036,1.01302536579746,1.3157695561926,0.702591458173154,-0.711291083689983,-0.169441931483661,-0.253812033093871,-0.93083450439462
"ENSG00000253230.7",1.38771484503352,1.44010676747732,1.06143329789262,0.946116209473461,-0.723659469333528,0.72711549534261,-0.997324665105267,-0.578017454033664
"ENSG00000136531.14",0.869255365353609,0.746695266678409,0.943664096177727,0.486144348095122,-0.775824647352009,0.414599712403495,-1.10494344045606,-0.659020335780097
"ENSG00000187094.11",0.784594072773538,2.44037919697269,0.527337521504726,0.010913507117737,0.00572585758274262,-0.424773785769798,0.0213501399660298,0.405483147318678
"ENSG00000183454.15",0.457460099204814,0.780327674771663,0.194647227767156,0.220256872873402,-0.60460699479032,-1.48067116743579,-1.18104794826602,-0.985915441574302
"ENSG00000152578.12",0.12126256222481,0.976267230726074,0.147245081143349,-1.56852235591249,0.283167478187609,0.770834452752412,-0.960117585374802,-0.86784131031029
"ENSG00000146469.12",-1.05378055823722,1.57381296823552,-0.883711726518074,-1.56852235591249,-0.932541551082449,-1.01756220221611,-1.34646896387037,-1.0508419253719
"ENSG00000172137.18",-0.651975664696536,1.20590964400805,-0.413403184584491,0.115174575725259,-0.776718998804141,-1.04655441919546,-1.1497010163068,-0.435330856621571
"ENSG00000163630.10",0.0956496316112632,1.44202553687625,1.49600891297418,0.579476995530633,-0.846074926406503,-1.22571364010213,-1.05650522876822,-1.01519259326421
"ENSG00000118432.12",-0.102512668242877,1.09109985050008,0.477675283285347,0.105921143203567,-0.932992735877906,-0.970189033123518,-1.18321205970109,-1.05181333857761
"ENSG00000171951.4",0.144642452541313,1.62772909675853,1.7122386399184,-0.325298763498232,-0.436498343781654,0.187946240799249,0.207043788819176,-0.571551278397408
"ENSG00000188042.7",0.204993641300524,1.46937821948435,-0.28824295275797,0.802989720725943,-0.934347663379979,-0.467748366475408,-0.177703070619319,0.091068303738689
"ENSG00000022355.16",0.196697077692664,1.09609176845307,0.627990679862192,-0.335046932520701,-0.83008885416911,-1.16011472721258,-0.949501791122027,-0.469061748175112
"ENSG00000128683.13",-1.29435445608133,1.09562723918979,0.846509662917747,-1.07837478837412,-0.841199744933717,0.341894663026072,-1.02296677844332,-1.26604217973376
"ENSG00000137726.16",0.449717637272755,1.58395786673165,0.360893567363543,0.729355921108147,-0.456346417840091,0.859006353972769,-0.491732405928202,-0.293476571445187
"ENSG00000164418.19",0.853259194224576,1.11495245714922,0.529451872416816,0.0741407574589677,-0.647518888664632,0.608623717786174,-0.762076901421441,-0.869972959210905
"ENSG00000159788.18",-0.630351375542117,0.804554219002367,-0.0291206595425965,-0.121906899540823,-0.224383911221737,0.362601512015406,0.0478003080109508,0.56214576601869
"ENSG00000178568.14",-1.19509526445916,1.16650186291307,1.03096554469703,-0.998571816146995,0.120637851117806,0.296904690642112,0.303829170202938,-0.99022765651095
"ENSG00000145824.12",-1.51659340169339,1.70105901960297,0.213272848787895,-1.56852235591249,-0.383676693547109,-0.940143148769985,0.791591569207795,-0.507018947531234
"ENSG00000225783.6",1.29976666979393,1.16464562453865,1.09829616720018,1.08039074927064,-0.858312095994192,0.90905046245879,0.669697741636713,-0.772869435514165
"ENSG00000128573.23",-1.48313011643135,-1.92896304885611,0.665524821605475,-1.56852235591249,-1.03065663594542,-1.61178684857611,-1.27633276391703,-0.325745370860831
"ENSG00000102290.21",-1.0261144388034,-0.491570984542518,1.06804348763512,-1.56852235591249,-0.968083935001703,-0.336621035869036,-1.31295854942161,-1.38070805673295
"ENSG00000099715.14",-0.533365831015539,-0.615961329577546,0.967070616062973,-1.56852235591249,-0.799831683276769,-0.485768972325798,-1.17072890962053,-1.15359677281024
"ENSG00000225206.7",1.0332504303625,-0.252437881865156,1.30783142390211,0.915438733867741,-0.981199819722939,-1.42124807321092,-1.34646896387037,-1.45422196232376
"ENSG00000163032.11",0.550912830548895,0.600725267095856,1.5908628820189,-1.56852235591249,-0.49327146612004,-0.687864212653445,-1.03393753892634,-0.225904733947521
"ENSG00000104435.13",1.08764517469668,0.997227166035289,1.91904075823698,1.56465971833371,-0.252443766328368,-0.492054535085412,-0.527678179643058,0.249810998679395
