"OR_DG","OR_DLPFC","OR_HIPPO","pval_DG","pval_DLPFC","pval_HIPPO","FDR_DG","FDR_DLPFC","FDR_HIPPO","Drug","Database","numGenesSet","numGenesSig_DG","numGenesSig_DLPFC","numGenesSig_HIPPO"
2.04560319767442,1.15317091941031,1.26781400463156,0.00127387690764988,0.616874267478344,0.41278178443006,0.39174092026374,0.711435964415198,1,"verteporfin","dsigdb",279,25,21,18
1.90532041475438,1.04926758985032,1.14846919371197,0.00144861133570605,0.892847932070057,0.607237928636455,0.39174092026374,0.956622784360776,1,"scopolamine","dsigdb",391,30,27,23
2.79288343558282,1.75174834002373,1.55781119755488,0.00479210683501452,0.140316641898876,0.381182429194389,0.39174092026374,0.187819264114503,1,"buflomedil","dsigdb",91,10,10,7
2.27159790640394,1.64371171110017,1.85710136508859,0.00953735120382383,0.111327685560617,0.0667993246096784,0.39174092026374,0.150782418366524,1,"R-atenolol","dsigdb",135,13,14,12
2.56197478991597,0.491276118522016,0.450158061116965,0.0157739800578373,0.307820032315143,0.374894613664451,0.39174092026374,0.391089506382394,1,"N-methyl-D-aspartic-acid","dsigdb",89,9,3,2
0,0.298455556755589,0.734442503906609,0.0243088671713469,0.0425043688526926,0.637163401062256,0.39174092026374,0.0714016825532261,1,"kojic-acid","dsigdb",144,0,3,5
1.46327081557261,1.10191858793487,0.93645301257758,0.0255283256345318,0.566592626800757,0.787809371591079,0.39174092026374,0.666252966350718,1,"0179445-0000","dsigdb",708,43,51,33
1.78491848052359,1.6769488304755,1.73887018797016,0.0257740768291498,0.016013573285913,0.0211680898358276,0.39174092026374,0.0714016825532261,1,"picrotoxinin","dsigdb",257,19,27,22
2.98351648351648,1.98483180428135,1.93914225309574,0.0277332720535571,0.14451127566898,0.273861877963612,0.39174092026374,0.193218418721755,1,"zidovudine","dsigdb",57,6,7,5
1.32258844094276,1.12796752514123,1.1893170704601,0.0406506282456785,0.322397335646908,0.199919408981778,0.39174092026374,0.407882765183226,1,"digitoxigenin","dsigdb",1229,68,90,71
2.32211342309262,0.963016108128125,0.819813765959489,0.0461458187143151,0.999999999999999,0.881627907549252,0.39174092026374,1,1,"morphine","dsigdb",94,8,6,4
0.701602623465197,1.18615910842754,0.987820209333324,0.0498586511890781,0.14967158428536,0.988137192759567,0.39174092026374,0.199673041848173,1,"doxorubicin","dsigdb",1204,36,92,56
2.43694987775061,1.36464224243914,1.4031746031746,0.0516655229146711,0.529857726525632,0.586667008805332,0.39174092026374,0.632351339463708,1,"prochlorperazine","dsigdb",91,7,8,6
1.85142505277973,1.52556135553898,1.94917582417582,0.055699004275213,0.14789107846528,0.0236333388741494,0.39174092026374,0.197517300120575,1,"tolazoline","dsigdb",165,13,16,15
2.60966117216117,1.77219387755102,1.54141841245435,0.0564271697027703,0.192577617194091,0.522878652603932,0.39174092026374,0.253114064220054,1,"mycophenolic-acid","dsigdb",72,6,8,5
1.4195341322016,1.08681273253411,1.40446821900566,0.058131574003071,0.661573099886574,0.0465526406905591,0.39174092026374,0.753929458560198,1,"sulfaguanidine","dsigdb",618,37,44,43
2.09025735294118,1.2417034406056,0.540126582278481,0.0632312241000744,0.636271841949624,0.40279102493657,0.39174092026374,0.728316259707243,1,"calmidazolium","dsigdb",124,9,10,3
2.32049714751426,1.51107482993197,0.737686996547756,0.0673951903746054,0.372445883673034,0.799244268733915,0.39174092026374,0.464348114709237,1,"carisoprodol","dsigdb",83,7,8,3
2.0558100289296,1.40088001885755,2.27127659574468,0.0699676592546667,0.445439061858355,0.0187764963157088,0.39174092026374,0.544229095755769,1,"metoprolol","dsigdb",100,9,9,11
1.96319018404908,1.41825641025641,0.734442503906609,0.0717306321030447,0.302793055841562,0.637163401062256,0.39174092026374,0.384930508536633,1,"LITHIUM-CHLORIDE","dsigdb",143,10,13,5
1.31786786649334,1.11507051179662,1.33924210806731,0.0745383912836418,0.45035708323454,0.0450349218258926,0.39174092026374,0.548658375514161,1,"glibenclamide","dsigdb",908,53,66,59
2.4557207498384,2.27069387755102,2.47099567099567,0.0759843934469793,0.0522453034474721,0.0742110243628824,0.39174092026374,0.0744588647707441,1,"tobramycin","dsigdb",58,6,8,6
0.562878176684147,0.983540630182421,0.792953759043724,0.0784543629448812,0.999999999999967,0.436321861900657,0.39174092026374,1,1,"niclosamide","dsigdb",430,11,28,16
1.65486425857254,1.27136514983352,1.41958854980886,0.0812156791583291,0.388705735833022,0.221953351438301,0.39174092026374,0.481866614669035,1,"tolnaftate","dsigdb",231,16,19,17
1.56174745827406,1.1165950562865,1.04220485396956,0.0816409736965866,0.707251231439944,0.980118962257948,0.39174092026374,0.798777861390995,1,"minoxidil","dsigdb",301,20,22,16
1.84760664278737,1.11458585858586,1.39649035593557,0.0846753542843689,0.823876119427435,0.383775113147143,0.39174092026374,0.905358372997182,1,"celastrol","dsigdb",178,11,13,11
0.500923237571312,0.83299737340419,0.527647206074597,0.0926431792242839,0.511182502070049,0.0759372514844024,0.39174092026374,0.61434051325394,1,"Dasatinib","dsigdb",340,7,19,9
1.31475836738995,1.40897402179948,1.24366865099385,0.0930459224666792,0.00844504261967167,0.174504662218409,0.39174092026374,0.0714016825532261,1,"chlortetracycline","dsigdb",821,48,73,50
1.29861111111111,1.30147589536823,1.25187145069695,0.0985919698432256,0.0353497363003626,0.133515834875158,0.39174092026374,0.0714016825532261,1,"SELENIUM","dsigdb",965,51,80,57
2.31888481888482,1.80374386062459,1.46568109820486,0.099187769814711,0.218674417713377,0.674264675274513,0.39174092026374,0.286316749870216,1,"Chlorpyrifos-oxon","dsigdb",62,6,7,4
0.186253607976909,0.957454168107921,0.824653225390605,0.100935509974912,0.999999999999993,0.837127093893146,0.39174092026374,1,1,"17-Ethynyl-estradiol","dsigdb",126,1,8,5
0,1.41569826707441,0.795793000744602,0.105073817607904,0.516755678246614,0.908194475781127,0.39174092026374,0.62041702240714,1,"Dabrafenib","dsigdb",77,0,7,3
2.1179706601467,1.30152474783017,1.37928436911488,0.107176086316353,0.613275223706731,0.613063559898996,0.39174092026374,0.707965626212677,1,"hyoscyamine","dsigdb",95,7,8,6
1.46822441612863,1.17572471324296,1.31290209381214,0.107584368496133,0.470484902025502,0.253900329633188,0.39174092026374,0.570284729727881,1,"pregnenolone","dsigdb",379,23,29,24
1.1937518420277,0.93023797377317,0.943956316628562,0.107922490943575,0.461948962658956,0.618235333377023,0.39174092026374,0.561640076181102,1,"benzo[a]pyrene","dsigdb",2339,110,146,110
0.191461030204962,1.06011235955056,0.990631049167635,0.109722183522227,0.999999999999915,0.999999999999955,0.39174092026374,1,1,"dexibuprofen","dsigdb",129,1,9,6
0,0.67107494065785,0.228670829616414,0.109893877005455,0.495038279215034,0.179320233813422,0.39174092026374,0.596132398452626,1,"suloctidil","dsigdb",110,0,5,1
1.43878600823045,1.56256107796135,1.36926640926641,0.111308052773,0.0108441234728164,0.163027656153161,0.39174092026374,0.0714016825532261,1,"neostigmine-bromide","dsigdb",407,25,40,26
0.368841240875912,1.36764341315881,0.901802757158006,0.112777521727509,0.297755836662526,0.915150945384789,0.39174092026374,0.379709887348598,1,"amikacin","dsigdb",182,3,16,8
2.48323170731707,1.50548689422307,2.19003614539999,0.112921203100924,0.552460448663626,0.181991137468688,0.39174092026374,0.651870735886284,1,"benzbromarone","dsigdb",52,5,5,5
2.48323170731707,0.957627118644068,1.54141841245435,0.112921203100924,0.999999999999997,0.522878652603932,0.39174092026374,1,1,"mepacrine","dsigdb",63,5,4,5
1.28618693134822,1.23768221034651,1.10149206349206,0.115889757843356,0.103383075816771,0.569596177098289,0.39174092026374,0.140339016945842,1,"8-azaguanine","dsigdb",931,50,74,51
0.564665592264303,1.00369221680697,0.601211196414096,0.118724365271134,0.999999999999999,0.106911811349945,0.39174092026374,1,1,"Silica","dsigdb",392,9,26,12
2.07272538105395,1.86766763534603,1.72856317411402,0.118888424307809,0.096818130443267,0.260814139107784,0.39174092026374,0.131800064131504,1,"Cyperquat","dsigdb",86,7,10,7
1.21963359332487,0.981739053982768,0.886540454449577,0.119482870660478,0.902610209791732,0.366044333850038,0.39174092026374,0.965358513146238,1,"AFLATOXIN-B1","dsigdb",1659,80,108,74
0,0.714160749202429,0.473961510731518,0.12583838515111,0.662036631579859,0.421886884605803,0.39174092026374,0.754099627808098,1,"Vandetanib","dsigdb",83,0,4,2
0.699234020913454,0.963364678842399,0.867288606503001,0.126680681594964,0.868568999232928,0.496266741099535,0.39174092026374,0.939602091513008,1,"Disodium-selenite","dsigdb",735,22,47,32
1.2937027112232,1.25044929396662,1.20146134462814,0.127529125224182,0.101265121427535,0.262906571162171,0.39174092026374,0.13761964406913,1,"digoxin","dsigdb",847,45,68,49
0.688723118699086,1.20532971996387,0.859423934530611,0.12928650252691,0.237550273932401,0.500761044704479,0.39174092026374,0.308339998614257,1,"Bisphenol-A","dsigdb",667,20,52,28
1.84304714532872,1.5638418079096,1.70053191489362,0.130203195665808,0.174984490987963,0.141279027799879,0.39174092026374,0.230622063905058,1,"bucladesine","dsigdb",131,9,13,11
0.205839733371975,0.580881736652418,0.570734533784989,0.135301847314788,0.381781095053706,0.464091011368939,0.39174092026374,0.474507834349505,1,"tetrahydropalmatine","dsigdb",101,1,4,3
1.50444093226187,1.20457724805551,1.34676770386266,0.135650706155711,0.478402751402521,0.274336312646883,0.39174092026374,0.577839256852567,1,"cyclopenthiazide","dsigdb",281,18,22,19
1.37051388700258,1.38639587844396,0.96037992378545,0.137272538578535,0.052293858828444,0.933279250819382,0.39174092026374,0.0744838345330952,1,"piperlongumine","dsigdb",498,29,44,24
1.52065086316324,1.38398972083833,1.54207541385653,0.137926230496065,0.156327940519319,0.100928895202748,0.39174092026374,0.207514965291131,1,"tyrphostin-AG-825","dsigdb",282,17,25,19
2.13994552456091,1.51107482993197,1.25499177824759,0.140824604089468,0.372445883673034,0.819725471206884,0.39174092026374,0.464348114709237,1,"fenoterol","dsigdb",83,6,8,5
2.13994552456091,1.45754632128081,0.563224446786091,0.140824604089468,0.472452090125983,0.599146070075852,0.39174092026374,0.571989694247225,1,"okadaic-acid","dsigdb",75,6,7,2
2.31727642276423,0.80650406504065,0.8826362135388,0.147500404623297,0.854219067685132,0.999999999999938,0.39174092026374,0.928919692996972,1,"ALDOSTERONE","dsigdb",74,5,4,3
2.31727642276423,1.49008468217387,0.659744532113393,0.147500404623297,0.497409339731326,0.782476225268873,0.39174092026374,0.598387175616632,1,"DEOXYNIVALENOL","dsigdb",63,5,6,2
1.63938933506982,1.35044490075291,1.35808510638298,0.150747835474516,0.362197196584963,0.432016494561851,0.39174092026374,0.453611422450242,1,"baclofen","dsigdb",161,12,14,11
0.656215938692803,1.06711340404891,0.729595340282036,0.154950294909865,0.775835352739741,0.220262625635491,0.39174092026374,0.86004842797939,1,"CADMIUM","dsigdb",528,14,37,19
0.328270554880518,1.08770962916306,0.750617283950617,0.15547897826185,0.916944037155092,0.618314426754504,0.39174092026374,0.974608365443854,1,"dimethyl-sulfoxide","dsigdb",154,2,11,6
1.35928133277569,1.11715977419414,1.16783760609908,0.156538364132347,0.591630528524017,0.502418481370893,0.39174092026374,0.689278285659048,1,"alprostadil","dsigdb",493,28,36,28
1.29442675735321,1.26369245372568,1.31394823423093,0.157051662763531,0.116247169048484,0.104196081019524,0.39174092026374,0.157012560187794,1,"sanguinarine","dsigdb",702,39,57,45
0.21898597626753,0.67107494065785,0.890174696784244,0.160154157411683,0.495038279215034,0.975039440009237,0.39174092026374,0.596132398452626,1,"diazepam","dsigdb",110,1,5,5
1.35445637403238,1.14161841547804,1.2946851935843,0.161709446452389,0.489506013780194,0.219882033051786,0.39174092026374,0.590359011594203,1,"staurosporine","dsigdb",524,28,39,30
2.24232887490165,1.46428822248753,1.65459186304337,0.166549494448284,0.522208973421863,0.435532996020687,0.39174092026374,0.62446514011583,1,"pentetrazol","dsigdb",64,5,6,5
1.82514998896402,0.572124490319166,0.711082674974964,0.168900208828459,0.290046342076937,0.584778985814357,0.39174092026374,0.371061418435314,1,"8-HYDROXYQUINOLINE","dsigdb",128,8,5,5
2.03520057178594,1.33878832961402,0.7514064697609,0.172993984122654,0.607489033393087,0.825508176166933,0.39174092026374,0.702976702094219,1,"clozapine","dsigdb",81,6,7,3
0,1.28576713215574,0.731296101159115,0.173721423949836,0.781109345273987,0.908011443545009,0.39174092026374,0.86549511941716,1,"Oxazolone","dsigdb",60,0,5,2
1.40244947511248,1.36536967905194,1.05983415461241,0.182520105197107,0.119682223085788,0.905820787917851,0.39174092026374,0.161369289553871,1,"bisacodyl","dsigdb",366,21,32,19
1.32899744624763,1.07045161465782,1.03013750592698,0.182767735147395,0.771965843768925,0.968438048348525,0.39174092026374,0.857918300217859,1,"apigenin","dsigdb",498,29,35,26
2.17206554878049,1.08708567854909,1.12869198312236,0.186709021708789,0.999999999999895,0.999999999999999,0.39174092026374,1,1,"benzocaine","dsigdb",56,5,4,3
2.17206554878049,3.97874571101792,2.64477401129944,0.186709021708789,1.9050474644573e-05,0.0325188907902434,0.39174092026374,0.0457211391469752,1,"nilutamide","dsigdb",55,5,12,7
0.422054223149114,0.717587417132458,0.231822971548999,0.188373183029941,0.448180932772708,0.0402127274860793,0.39174092026374,0.547118127494658,1,"folic-acid","dsigdb",165,3,8,2
1.98656898656899,1.25360327230029,0.540611169652266,0.190337823854184,0.722792599911899,0.554536347187852,0.39174092026374,0.812506903882228,1,"1,9-Pyrazoloanthrone","dsigdb",86,6,7,2
1.98656898656899,2.08410781303309,1.20998187858653,0.190337823854184,0.0361062394913312,0.877294125346381,0.39174092026374,0.0714016825532261,1,"dmnq","dsigdb",86,6,11,5
1.37226911354093,1.47717391304348,1.09324690379588,0.190733938874437,0.0308430522109466,0.778351020670597,0.39174092026374,0.0714016825532261,1,"ajmaline","dsigdb",406,23,38,22
1.4346468401487,1.74098532494759,1.14776758605261,0.191729113916856,0.00344222356637134,0.684500049090975,0.39174092026374,0.0714016825532261,1,"POTASSIUM-DICHROMATE","dsigdb",314,18,34,17
0.353709069383431,1.12247216541695,0.922655122655123,0.196503745542816,0.859716277280564,0.999999999999999,0.39174092026374,0.933206271132227,1,"arbutin","dsigdb",136,2,10,6
1.35668471091298,1.26074711111626,1.32739750986942,0.197386758338476,0.256006427274179,0.212101034246793,0.39174092026374,0.33068645073091,1,"dirithromycin","dsigdb",393,24,32,26
0.550964590964591,0.940817027119808,0.648302053884669,0.198211227985529,0.905805373409758,0.257832356253477,0.39174092026374,0.966622008085113,1,"Vorinostat","dsigdb",272,6,17,9
0,0.440352434077079,1.39030135651044,0.200125561619095,0.354995509374011,0.743347796576216,0.39174092026374,0.445368124672047,1,"alvespimycin","dsigdb",66,0,2,4
2.10606060606061,1.46428822248753,1.35543822597677,0.207924423961636,0.522208973421863,0.777439917067432,0.39174092026374,0.62446514011583,1,"Oxotremorine","dsigdb",64,5,6,4
1.94019933554817,1.69247639354249,1.38359149156491,0.208483561610128,0.236255028587423,0.671967258001083,0.39174092026374,0.306990833031844,1,"AH-23848","dsigdb",75,6,8,5
1.94019933554817,1.13099796334012,1.35619047619048,0.208483561610128,0.947971817628415,0.639537730747611,0.39174092026374,0.998302923347168,1,"clidinium-bromide","dsigdb",81,6,6,6
0,0.486115968384976,0.314149326805386,0.209900269546573,0.445227912274709,0.362493057339825,0.39174092026374,0.544229095755769,1,"MeIQx","dsigdb",60,0,2,1
0.246510922330097,0.422071065989848,0.751143963393171,0.215638610251613,0.187940453455773,0.741023160560952,0.39174092026374,0.24715456892814,1,"LAMININ","dsigdb",103,1,3,4
0.246510922330097,1.51449354572647,1.05807346723044,0.215638610251613,0.262037314396846,0.999999999999985,0.39174092026374,0.337930980415063,1,"terfenadine","dsigdb",114,1,11,5
1.41009147487574,1.15587403079411,0.647224720019619,0.215872147515484,0.586162746136312,0.22543538999176,0.39174092026374,0.68456963052416,1,"GDC-0941","dsigdb",305,18,23,10
1.302654752864,1.01163411673839,1.24614274721047,0.217892855308004,0.999999999999993,0.292821018716836,0.39174092026374,1,1,"primaquine","dsigdb",509,29,34,31
0,0.462108868420178,0.587804095844596,0.220215253281436,0.397640263693843,0.647067853825404,0.39174092026374,0.49243376308835,1,"NSC25485","dsigdb",63,0,2,2
0,0.88261421319797,0.711996006877045,0.220215253281436,0.999999999999749,0.875141967135092,0.39174092026374,1,1,"SODIUM-BICARBONATE","dsigdb",51,0,3,2
0.496867147293457,1.35537323968109,0.514218162451786,0.225545967400231,0.295009404554718,0.189430737606312,0.39174092026374,0.376607750495385,1,"cycloheximide","dsigdb",195,4,17,5
