gencodeID,Symbol,gencodeTx,AveExpr,t,P.Value,adj.P.Val,logFC,Length,ensemblID,gene_type,EntrezID
ENSG00000202354.1,RNY3,ENST00000365484.1,-0.584637923386934,-13.6186920646207,3.81350448557062e-31,8.16852660809227e-27,-5.47218144426115,102,ENSG00000202354,misc_RNA,6085
ENSG00000123560.13,PLP1,ENST00000434483.5;ENST00000494475.5;ENST00000455268.5;ENST00000422393.5;ENST00000433491.5;ENST00000612423.4;ENST00000443502.5;ENST00000619236.1;ENST00000621218.4;ENST00000464776.5;ENST00000619257.4;ENST00000465975.1;ENST00000480325.1;ENST00000485931.5;ENST00000495678.5;ENST00000479569.5;ENST00000485688.5;ENST00000478642.5;ENST00000476160.1;ENST00000461231.5;ENST00000466486.1;ENST00000494119.1;ENST00000496836.1,7.69855943877744,-13.4341981808967,1.51392374345702e-30,3.24282465848493e-26,-5.62797952563313,6078,ENSG00000123560,protein_coding,5354
ENSG00000198695.2,MT-ND6,ENST00000361681.2,4.20719606218483,-13.3224742737992,3.48605473175435e-30,7.46712923541782e-26,-5.74848081856884,525,ENSG00000198695,protein_coding,4541
ENSG00000073417.14,PDE8A,ENST00000310298.8;ENST00000557957.5;ENST00000394553.5;ENST00000339708.9;ENST00000478717.5;ENST00000485596.5;ENST00000559742.5;ENST00000559086.5;ENST00000560789.5;ENST00000557819.6;ENST00000558543.5;ENST00000557954.1;ENST00000561105.1;ENST00000561374.1;ENST00000560333.1;ENST00000561024.1,4.53869054732177,-13.2105381221907,8.03411673666088e-30,1.72090780499276e-25,-2.98980931538254,7886,ENSG00000073417,protein_coding,5151
ENSG00000164124.10,TMEM144,ENST00000505049.5;ENST00000505189.5;ENST00000511038.5;ENST00000508243.5;ENST00000296529.10;ENST00000512481.5;ENST00000504569.5;ENST00000509278.5;ENST00000514558.5;ENST00000513744.5;ENST00000514346.5;ENST00000503200.5;ENST00000511532.5;ENST00000502698.5;ENST00000514971.1;ENST00000503404.5;ENST00000512272.1,4.99695245703457,-13.0881266378125,2.00024462174133e-29,4.28452397976992e-25,-4.514212952205,9243,ENSG00000164124,protein_coding,55314
ENSG00000167123.18,CERCAM,ENST00000420034.5;ENST00000372842.5;ENST00000447915.5;ENST00000420512.5;ENST00000372838.8;ENST00000493788.5;ENST00000411852.5;ENST00000612334.1;ENST00000483737.1;ENST00000463535.5;ENST00000483893.5;ENST00000487001.6;ENST00000613052.1;ENST00000472858.1,4.23030744407102,-12.9675409322497,4.90776782849671e-29,1.05124386886399e-24,-5.2161381990751,6059,ENSG00000167123,protein_coding,51148
ENSG00000184144.10,CNTN2,ENST00000636809.1;ENST00000331830.5;ENST00000532366.1;ENST00000530117.5;ENST00000481872.6;ENST00000527340.1;ENST00000530594.1;ENST00000636641.1;ENST00000638050.1;ENST00000525433.1;ENST00000636312.1,5.52919923836893,-12.9555161699171,5.3669770398558e-29,1.14960648193711e-24,-3.80805539469647,10784,ENSG00000184144,protein_coding,6900
ENSG00000091513.14,TF,ENST00000402696.7;ENST00000466911.5;ENST00000474287.5;ENST00000460531.5;ENST00000414694.5;ENST00000494430.5;ENST00000493011.5;ENST00000482271.5;ENST00000485977.1;ENST00000475382.5;ENST00000498622.1;ENST00000461695.1;ENST00000462495.1;ENST00000467842.1,6.14386418744043,-12.8995749903553,8.13549977781839e-29,1.7426240524087e-24,-4.44342653671753,8565,ENSG00000091513,protein_coding,7018
ENSG00000033327.12,GAB2,ENST00000340149.6;ENST00000361507.4;ENST00000528329.1;ENST00000526030.1;ENST00000528886.5;ENST00000530915.1;ENST00000534823.1,4.5794078585119,-12.8994685133872,8.14194175943789e-29,1.7440039248716e-24,-2.78870160545146,6771,ENSG00000033327,protein_coding,9846
ENSG00000156299.13,TIAM1,ENST00000286827.7;ENST00000423206.5;ENST00000541036.5;ENST00000636887.1;ENST00000491927.1;ENST00000469412.5;ENST00000455508.1,8.17911818009329,12.7587955443971,2.31493645750236e-28,4.95859389197006e-24,2.28025987396814,9216,ENSG00000156299,protein_coding,7074
ENSG00000164300.15,SERINC5,ENST00000509193.5;ENST00000512972.6;ENST00000632581.1;ENST00000507668.6;ENST00000512721.2;ENST00000502747.1;ENST00000513907.1,4.54595014895662,-12.7512259537133,2.44871698329093e-28,5.24515177820917e-24,-3.27943242920994,9583,ENSG00000164300,protein_coding,256987
ENSG00000126878.12,AIF1L,ENST00000372309.7;ENST00000372314.3;ENST00000247291.7;ENST00000372302.5;ENST00000372300.5;ENST00000472942.5;ENST00000372298.1;ENST00000478257.1;ENST00000372297.6;ENST00000372301.2,3.82457092723122,-12.7181261361024,3.13044728750491e-28,6.70541808983551e-24,-3.64840800103092,5299,ENSG00000126878,protein_coding,83543
ENSG00000129538.13,RNASE1,ENST00000397967.4;ENST00000340900.3;ENST00000412779.2;ENST00000555698.5;ENST00000397970.4,2.47904512287705,-12.5298270237441,1.2636227724355e-27,2.70667997855685e-23,-4.81959904047756,1506,ENSG00000129538,protein_coding,6035
ENSG00000179104.8,TMTC2,ENST00000551915.5;ENST00000321196.7;ENST00000548305.5;ENST00000546590.2;ENST00000549919.1,3.84011045669841,-12.4667746114783,2.01474382688681e-27,4.31558127719156e-23,-3.34195969136301,8323,ENSG00000179104,protein_coding,160335
ENSG00000211459.2,MT-RNR1,ENST00000389680.2,11.9992096409492,-12.4144559200967,2.96621668879864e-27,6.35363614740668e-23,-7.08450975538721,954,ENSG00000211459,Mt_rRNA,NA
ENSG00000152558.14,TMEM123,ENST00000361236.7;ENST00000398136.6;ENST00000532161.5;ENST00000528969.5;ENST00000529492.5;ENST00000525577.5;ENST00000531103.5;ENST00000526676.1,3.98708687121614,-12.3800810046642,3.8239052965926e-27,8.19080514530134e-23,-3.83257973152272,4647,ENSG00000152558,protein_coding,114908
ENSG00000109099.13,PMP22,ENST00000612492.4;ENST00000395938.6;ENST00000312280.7;ENST00000494511.5;ENST00000395936.5;ENST00000580584.1;ENST00000426385.3;ENST00000580497.1;ENST00000471150.2,3.62092436542566,-12.377523977722,3.89681831943243e-27,8.34698484022426e-23,-3.93658406600446,2925,ENSG00000109099,protein_coding,5376
ENSG00000157617.16,C2CD2,ENST00000449165.5;ENST00000329623.11;ENST00000380486.3;ENST00000482186.5;ENST00000482084.5;ENST00000467074.6;ENST00000490479.1;ENST00000478372.1,3.22768645517044,-12.3028913972728,6.76087625552085e-27,1.44817969393257e-22,-3.39973225800977,8602,ENSG00000157617,protein_coding,25966
ENSG00000210100.1,MT-TI,ENST00000387365.1,2.51399164096781,-12.2656910049308,8.89572491871544e-27,1.90546427758885e-22,-5.48702877618989,69,ENSG00000210100,Mt_tRNA,NA
ENSG00000149136.8,SSRP1,ENST00000278412.6;ENST00000293880.9;ENST00000635721.1;ENST00000526696.6;ENST00000529002.2,5.66653976533778,12.25294928225,9.77207427694915e-27,2.09317831012251e-22,1.01990040593818,6323,ENSG00000149136,protein_coding,6749
ENSG00000242808.7,SOX2-OT,ENST00000487240.3;ENST00000626948.2;ENST00000461063.6;ENST00000630482.2;ENST00000493521.5;ENST00000460739.5;ENST00000597347.5;ENST00000493116.5;ENST00000469278.5;ENST00000630150.2;ENST00000597828.5;ENST00000595313.5;ENST00000628211.2;ENST00000594942.5;ENST00000598867.1;ENST00000497122.5;ENST00000472856.1;ENST00000498731.5;ENST00000626802.2;ENST00000476964.5;ENST00000492337.5;ENST00000491282.5;ENST00000498226.5;ENST00000485035.1;ENST00000476125.5;ENST00000616401.1;ENST00000477928.1;ENST00000466034.5;ENST00000490005.1;ENST00000600962.5;ENST00000600801.5;ENST00000596250.5;ENST00000628496.2;ENST00000593549.5;ENST00000599082.1;ENST00000626299.2;ENST00000627530.2;ENST00000597651.5;ENST00000600386.5;ENST00000628343.2;ENST00000630887.2;ENST00000629112.2;ENST00000629830.2;ENST00000598474.3;ENST00000627501.2;ENST00000629781.2;ENST00000595084.2;ENST00000595287.1;ENST00000600778.3;ENST00000630553.1;ENST00000625581.2;ENST00000629273.2;ENST00000631025.2;ENST00000629552.2;ENST00000626619.2;ENST00000628347.1;ENST00000628810.1;ENST00000593330.1;ENST00000627738.1,5.59859605905556,-12.2138334480572,1.30378706814806e-26,2.79271189997313e-22,-3.25335956671117,11874,ENSG00000242808,sense_overlapping,347689
ENSG00000173786.16,CNP,ENST00000393892.7;ENST00000472031.1;ENST00000591945.1;ENST00000592446.1;ENST00000587679.1;ENST00000393888.1;ENST00000441615.2;ENST00000589772.1;ENST00000585452.1;ENST00000592861.1;ENST00000592105.1;ENST00000486438.1,6.844272079141,-12.2107201311694,1.33404358293664e-26,2.85752135465029e-22,-3.19476151545501,7426,ENSG00000173786,protein_coding,1267
ENSG00000112893.9,MAN2A1,ENST00000261483.4;ENST00000502261.5;ENST00000508043.1;ENST00000513921.1;ENST00000505313.1;ENST00000503970.2,5.84906174160592,-12.1669395117701,1.84173832859902e-26,3.94500349985911e-22,-3.18777915142145,11815,ENSG00000112893,protein_coding,4124
ENSG00000120162.9,MOB3B,ENST00000262244.5;ENST00000603061.1,3.17915213420283,-12.0577012078936,4.11405276443693e-26,8.81230102142391e-22,-3.1067335649737,7087,ENSG00000120162,protein_coding,79817
ENSG00000141540.10,TTYH2,ENST00000269346.8;ENST00000529107.5;ENST00000578825.5;ENST00000534346.5;ENST00000528128.2;ENST00000441391.6;ENST00000528152.5;ENST00000534039.1;ENST00000526858.1,3.58907705001666,-11.9852326906111,7.00616887757776e-26,1.50072137357716e-21,-3.87361926004981,5375,ENSG00000141540,protein_coding,94015
ENSG00000177707.10,NECTIN3,ENST00000491525.5;ENST00000461477.5;ENST00000485303.5;ENST00000319792.7;ENST00000486596.5;ENST00000493615.5;ENST00000488016.1;ENST00000470618.1;ENST00000481766.1;ENST00000478327.1;ENST00000485506.1,3.34221565933668,-11.814583893052,2.44791137195902e-25,5.24342615873622e-21,-3.03790380531648,6184,ENSG00000177707,protein_coding,25945
ENSG00000250722.5,SEPP1,ENST00000514985.5;ENST00000512980.5;ENST00000511224.5;ENST00000506577.5;ENST00000507920.5;ENST00000509276.5;ENST00000514218.5;ENST00000513303.5;ENST00000514403.1;ENST00000510965.1;ENST00000505309.1;ENST00000510650.5;ENST00000506078.5;ENST00000515626.5;ENST00000508937.1,4.44976368629622,-11.6995771284139,5.67552315751697e-25,1.21569706034014e-20,-4.49475695473093,5688,ENSG00000250722,protein_coding,6414
ENSG00000197971.14,MBP,ENST00000382582.7;ENST00000490319.1;ENST00000355994.6;ENST00000585201.5;ENST00000397875.7;ENST00000397866.8;ENST00000397865.9;ENST00000527041.1;ENST00000359645.7;ENST00000528160.1;ENST00000577755.5;ENST00000527975.5;ENST00000578715.5;ENST00000397869.7;ENST00000354542.4;ENST00000531144.5;ENST00000583474.5;ENST00000533278.5;ENST00000526111.5;ENST00000580402.5;ENST00000579129.5;ENST00000578193.5;ENST00000397868.6;ENST00000447114.5;ENST00000581179.5;ENST00000580473.5;ENST00000582282.5;ENST00000473302.5;ENST00000483025.5;ENST00000493623.5;ENST00000585216.5;ENST00000484548.6;ENST00000583118.5;ENST00000578873.5;ENST00000467108.1;ENST00000459948.1;ENST00000482445.5;ENST00000498683.2;ENST00000583266.1;ENST00000397863.5;ENST00000397860.7;ENST00000581878.5;ENST00000487778.5;ENST00000490754.5;ENST00000495162.5;ENST00000497479.1;ENST00000493247.1;ENST00000583798.1,8.78837558238257,-11.6906394725554,6.05835196917926e-25,1.2976989917982e-20,-3.50723982369394,18615,ENSG00000197971,protein_coding,4155
ENSG00000184221.12,OLIG1,ENST00000382348.1;ENST00000426947.5;ENST00000498799.1,2.73239541357608,-11.6682866937039,7.13233741549456e-25,1.52774667439893e-20,-3.42938886174856,2277,ENSG00000184221,protein_coding,116448
ENSG00000134853.11,PDGFRA,ENST00000257290.9;ENST00000508170.5;ENST00000509092.5;ENST00000512143.1;ENST00000509490.5;ENST00000503856.5;ENST00000504461.5;ENST00000512522.1;ENST00000461294.2;ENST00000507536.1,3.96979759779087,-11.6025122627473,1.15242370415169e-24,2.46849157429291e-20,-3.39606661456895,9732,ENSG00000134853,protein_coding,5156
ENSG00000112144.15,ICK,ENST00000350082.9;ENST00000356971.3,3.71216571084364,-11.5615740097485,1.55299562901411e-24,3.32651663734822e-20,-2.29480810131351,6259,ENSG00000112144,protein_coding,22858
ENSG00000148143.12,ZNF462,ENST00000277225.9;ENST00000472574.1;ENST00000480607.5;ENST00000374686.6;ENST00000441147.6;ENST00000497489.5;ENST00000469433.5;ENST00000471032.5;ENST00000479166.1;ENST00000427098.1;ENST00000482115.1;ENST00000483287.1,4.64987098567937,-11.536551581183,1.86339905856206e-24,3.99140078343992e-20,-2.78409549249023,12259,ENSG00000148143,protein_coding,58499
ENSG00000166348.18,USP54,ENST00000418501.5;ENST00000466048.6;ENST00000424265.5;ENST00000339859.8;ENST00000497106.5;ENST00000422491.6;ENST00000464635.1;ENST00000498143.5;ENST00000480210.1;ENST00000461520.5;ENST00000451492.5;ENST00000492357.1;ENST00000481991.1;ENST00000413442.5;ENST00000433394.1;ENST00000498213.1;ENST00000474929.1,5.9439008007958,-11.4410609229658,3.73184683628707e-24,7.9936159233269e-20,-2.31027901531269,9498,ENSG00000166348,protein_coding,159195
ENSG00000151693.9,ASAP2,ENST00000281419.7;ENST00000315273.4;ENST00000471687.1;ENST00000491413.1;ENST00000484590.1,3.7950666972379,-11.4307531360852,4.02203188192273e-24,8.61519229107848e-20,-2.54720747801128,7248,ENSG00000151693,protein_coding,8853
ENSG00000067208.14,EVI5,ENST00000370331.5;ENST00000540033.2;ENST00000491940.5;ENST00000492513.5;ENST00000468580.5;ENST00000492613.1;ENST00000474806.1;ENST00000466778.2,5.52310815358938,-11.420324551878,4.33851358823642e-24,9.29309610600242e-20,-1.23571792644136,8276,ENSG00000067208,protein_coding,7813
ENSG00000165424.6,ZCCHC24,ENST00000372336.3;ENST00000372333.3,4.56959294030063,-11.3511213096426,7.16873621730437e-24,1.5355432977466e-19,-3.17177611435165,5051,ENSG00000165424,protein_coding,219654
ENSG00000169504.14,CLIC4,ENST00000374379.8;ENST00000497755.1;ENST00000488683.1;ENST00000489758.1,4.66707196728583,-11.2971718512649,1.05983278055461e-23,2.27016181594798e-19,-4.08528060604393,4495,ENSG00000169504,protein_coding,25932
ENSG00000117266.15,CDK18,ENST00000429964.6;ENST00000512922.5;ENST00000504648.5;ENST00000506784.5;ENST00000360066.6;ENST00000507067.1;ENST00000462976.1;ENST00000478560.5;ENST00000443813.6;ENST00000506215.1;ENST00000419301.1;ENST00000507240.1;ENST00000515494.5;ENST00000476153.6;ENST00000505932.5;ENST00000489617.5;ENST00000506489.1;ENST00000468954.1;ENST00000504162.1;ENST00000512008.5;ENST00000484080.5;ENST00000515514.1;ENST00000459862.1,3.86665154418212,-11.2078679423686,2.02228484500402e-23,4.33173413799862e-19,-3.65308150896213,6831,ENSG00000117266,protein_coding,5129
ENSG00000103942.12,HOMER2,ENST00000558090.2;ENST00000450735.6;ENST00000304231.12;ENST00000558552.1;ENST00000558817.1;ENST00000561345.5;ENST00000560374.5;ENST00000619367.1;ENST00000500334.1;ENST00000619240.1,5.08300082935541,-11.0960179773224,4.53371463377898e-23,9.71121674555458e-19,-2.22568708502053,14685,ENSG00000103942,protein_coding,9455
ENSG00000279811.1,,ENST00000624814.1,3.16194086788972,-11.0961797824503,4.52843005687694e-23,9.6998971818304e-19,-4.16441861992343,3998,ENSG00000279811,TEC,NA
ENSG00000172403.10,SYNPO2,ENST00000610556.4;ENST00000448416.6;ENST00000307142.8;ENST00000429713.6;ENST00000434046.6;ENST00000504178.1,4.31522128690533,-11.0425253310303,6.66494691303364e-23,1.42763162877181e-18,-3.58173657750933,14034,ENSG00000172403,protein_coding,171024
ENSG00000102699.5,PARP4,ENST00000381989.3;ENST00000484989.1;ENST00000480576.1,2.94756366438495,-11.0310646218691,7.23803068267032e-23,1.55038617222798e-18,-2.86353009648597,6080,ENSG00000102699,protein_coding,143
ENSG00000198756.10,COLGALT2,ENST00000486375.1;ENST00000367521.5;ENST00000361927.8;ENST00000367520.3,4.57835133307081,-10.963975985981,1.17250777440038e-22,2.5115116527656e-18,-2.11529944586826,7147,ENSG00000198756,protein_coding,23127
ENSG00000101265.15,RASSF2,ENST00000478553.1;ENST00000379400.7;ENST00000379376.2,5.04368372588562,-10.9416766185934,1.37616031149086e-22,2.94773538721341e-18,-3.28138554958509,5759,ENSG00000101265,protein_coding,9770
ENSG00000109586.11,GALNT7,ENST00000265000.8;ENST00000512285.5;ENST00000502407.1;ENST00000505308.5;ENST00000506317.1;ENST00000503213.1;ENST00000515862.1,3.41291185194076,-10.8593175137491,2.48427314071091e-22,5.32131306740277e-18,-1.8822608801079,6865,ENSG00000109586,protein_coding,51809
ENSG00000107104.18,KANK1,ENST00000382303.5;ENST00000467541.5;ENST00000475690.1;ENST00000619269.4;ENST00000489369.5;ENST00000354485.5;ENST00000382297.6;ENST00000382293.7;ENST00000382289.6;ENST00000382286.2,4.58181707583167,-10.8532774126489,2.5941240389957e-22,5.55661369152879e-18,-2.90733651751806,11908,ENSG00000107104,protein_coding,23189
ENSG00000102158.19,MAGT1,ENST00000358075.10;ENST00000610432.4;ENST00000618282.4;ENST00000476168.1;ENST00000373336.3,3.41840854825338,-10.7614355230376,5.00425539787688e-22,1.07191150622523e-17,-2.82873932236603,4862,ENSG00000102158,protein_coding,84061
ENSG00000108387.14,SEPT4,ENST00000393086.5;ENST00000583114.5;ENST00000426861.5;ENST00000580796.5;ENST00000582270.5;ENST00000579371.5;ENST00000583273.5;ENST00000317268.7;ENST00000577440.5;ENST00000457347.6;ENST00000580844.5;ENST00000317256.10;ENST00000412945.7;ENST00000584488.5;ENST00000580809.5;ENST00000577729.5;ENST00000581615.5;ENST00000578131.5;ENST00000585170.1;ENST00000583291.1;ENST00000584789.1;ENST00000581921.1;ENST00000584528.5;ENST00000580791.1;ENST00000582248.1;ENST00000580740.1;ENST00000578747.1;ENST00000581607.1;ENST00000582976.1,5.49694782938001,-10.7016773379747,7.66680841718077e-22,1.64223036296012e-17,-2.9093875052336,8012,ENSG00000108387,protein_coding,5414
ENSG00000138594.13,TMOD3,ENST00000558455.1;ENST00000308580.11;ENST00000560549.5;ENST00000561438.5;ENST00000560725.1;ENST00000558714.5;ENST00000559202.1;ENST00000558666.1;ENST00000561408.1;ENST00000561136.1;ENST00000558300.1,4.22036411506235,-10.6880462596982,8.44953170642245e-22,1.80988969151569e-17,-1.70261919105437,10632,ENSG00000138594,protein_coding,29766
ENSG00000081377.16,CDC14B,ENST00000474602.5;ENST00000412285.6;ENST00000375241.5;ENST00000375240.7;ENST00000375242.7;ENST00000463569.5;ENST00000481149.1;ENST00000452280.5;ENST00000415608.1;ENST00000480920.5;ENST00000496750.5;ENST00000463547.5;ENST00000484948.1,4.67742822603055,-10.6793695671348,8.98871095726544e-22,1.92538188704626e-17,-2.02360622384487,10462,ENSG00000081377,protein_coding,8555
ENSG00000100612.13,DHRS7,ENST00000216500.9;ENST00000557185.5;ENST00000611054.4;ENST00000557751.5;ENST00000536410.6;ENST00000554101.5;ENST00000553986.1;ENST00000557137.1;ENST00000556502.1;ENST00000555171.1;ENST00000557326.1;ENST00000553328.1,2.31989575141394,-10.6538177635846,1.07838023908153e-21,2.30989047211264e-17,-2.71227628364506,3248,ENSG00000100612,protein_coding,51635
ENSG00000114450.9,GNB4,ENST00000232564.7;ENST00000466899.5;ENST00000468623.5;ENST00000465153.1;ENST00000497513.1,3.43978332303716,-10.5885974963184,1.7153020498867e-21,3.67417699085732e-17,-3.20645011790685,7035,ENSG00000114450,protein_coding,59345
ENSG00000172005.10,MAL,ENST00000489399.1;ENST00000309988.8;ENST00000349807.3;ENST00000353004.7;ENST00000354078.7,2.14051625960507,-10.5705838344009,1.94959753494995e-21,4.1760379198628e-17,-3.68334281444546,1457,ENSG00000172005,protein_coding,4118
ENSG00000116574.5,RHOU,ENST00000366691.3,4.48954359495581,-10.5628222030835,2.06012829875662e-21,4.41279481593668e-17,-2.9349969254237,4372,ENSG00000116574,protein_coding,58480
ENSG00000187239.16,FNBP1,ENST00000446176.6;ENST00000420781.5;ENST00000443566.6;ENST00000449089.6;ENST00000355681.3;ENST00000478129.5;ENST00000462766.2;ENST00000482107.1;ENST00000491905.1,5.72134839063738,-10.5628864064401,2.05918888167164e-21,4.41078258454065e-17,-1.79645284911885,6600,ENSG00000187239,protein_coding,23048
ENSG00000172888.11,ZNF621,ENST00000403205.6;ENST00000310898.5;ENST00000339296.9;ENST00000431278.5;ENST00000490457.5;ENST00000462161.5;ENST00000453351.1;ENST00000492098.1,4.12858931519173,-10.5411881292716,2.40225422215265e-21,5.14562854385097e-17,-1.64696998199248,8354,ENSG00000172888,protein_coding,285268
ENSG00000152492.13,CCDC50,ENST00000392455.7;ENST00000392456.3;ENST00000460064.1,5.05579663224298,-10.5131369205958,2.93137078397001e-21,6.27899621926375e-17,-1.60488002249642,9202,ENSG00000152492,protein_coding,152137
ENSG00000279819.1,,ENST00000624564.1,0.623850900892793,-10.5134427043652,2.92501938621111e-21,6.26539152526419e-17,-3.46996748082302,687,ENSG00000279819,TEC,NA
ENSG00000127946.16,HIP1,ENST00000336926.10;ENST00000434438.6;ENST00000616821.4;ENST00000404944.3;ENST00000420909.1;ENST00000485723.1;ENST00000479835.1,4.65827709923628,-10.4663413909353,4.08438254093615e-21,8.74874740268524e-17,-2.46832744102178,8953,ENSG00000127946,protein_coding,3092
ENSG00000127080.9,IPPK,ENST00000287996.7;ENST00000486841.1;ENST00000375522.1,4.990170940507,10.4538945254478,4.4607502720949e-21,9.55492708282728e-17,1.16395036916627,5166,ENSG00000127080,protein_coding,64768
ENSG00000132122.11,SPATA6,ENST00000371847.7;ENST00000396199.7;ENST00000371843.7;ENST00000603831.5;ENST00000371841.1;ENST00000490850.1;ENST00000487629.1;ENST00000463938.5;ENST00000487543.2;ENST00000465990.5;ENST00000471975.2,3.6379946549763,-10.4529835523966,4.48961512144101e-21,9.61675559012664e-17,-1.91838868047425,5939,ENSG00000132122,protein_coding,54558
ENSG00000047230.14,CTPS2,ENST00000443824.5;ENST00000359276.8;ENST00000380241.7;ENST00000483053.1;ENST00000455276.1,2.57909308528009,-10.4527183206008,4.49805408467283e-21,9.6348318493692e-17,-2.06954112852991,5510,ENSG00000047230,protein_coding,56474
ENSG00000237949.1,LINC00844,ENST00000432535.1,1.64624582865953,-10.4493298449864,4.60726614840507e-21,9.86876408988365e-17,-4.07477862371898,477,ENSG00000237949,lincRNA,NA
ENSG00000139323.13,POC1B,ENST00000549591.1;ENST00000393179.8;ENST00000313546.7;ENST00000546740.5;ENST00000549035.1;ENST00000547496.5;ENST00000548715.5;ENST00000549504.1;ENST00000549304.5;ENST00000539190.6;ENST00000551819.5;ENST00000552563.1;ENST00000547274.5;ENST00000546830.1,3.97920099885616,-10.4366555768414,5.03968528622112e-21,1.07950058830856e-16,-1.67940055828974,8746,ENSG00000139323,protein_coding,282809
ENSG00000050393.11,MCUR1,ENST00000379170.8;ENST00000607303.1;ENST00000488770.1,4.28131859290798,-10.4275753740052,5.37410372451087e-21,1.15113301779023e-16,-1.46391258875054,6057,ENSG00000050393,protein_coding,63933
ENSG00000092871.16,RFFL,ENST00000315249.11;ENST00000580569.1;ENST00000584655.5;ENST00000394597.6;ENST00000447669.6;ENST00000415395.6;ENST00000413582.6;ENST00000581039.1;ENST00000584541.1;ENST00000582308.1;ENST00000414419.6;ENST00000581265.1,4.24561142958496,-10.4079620060539,6.17374864579175e-21,1.32241695992859e-16,-2.27388972280792,8512,ENSG00000092871,protein_coding,117584
ENSG00000173320.10,STOX2,ENST00000513034.2;ENST00000511250.1;ENST00000308497.8;ENST00000512520.1;ENST00000506529.1,7.69572871746175,10.3824402787446,7.39407010291917e-21,1.58380981604529e-16,1.26517218391257,10986,ENSG00000173320,protein_coding,56977
ENSG00000244062.1,,ENST00000474389.1,1.45558688592519,-10.3367365452326,1.02094856390701e-20,2.18687182388882e-16,-4.60117249089037,1917,ENSG00000244062,processed_pseudogene,NA
