gencodeID,Symbol,gencodeTx,AveExpr,t,P.Value,adj.P.Val,logFC,Length,ensemblID,gene_type,EntrezID
ENSG00000132702.12,HAPLN2,ENST00000255039.5;ENST00000487988.5;ENST00000456112.1;ENST00000482204.1;ENST00000494218.1,2.46846256928948,-8.62755123041969,1.18464236592348e-15,2.53750394780809e-11,-3.51990877718845,2241,ENSG00000132702,protein_coding,60484
ENSG00000187676.7,B3GLCT,ENST00000343307.4;ENST00000461652.2,2.20267497324028,-8.62660638773359,1.19200081715315e-15,2.55326575034204e-11,-3.04010614835531,4566,ENSG00000187676,protein_coding,145173
ENSG00000139737.21,SLAIN1,ENST00000418532.5;ENST00000422114.5;ENST00000466548.5;ENST00000446759.5;ENST00000442759.5;ENST00000488699.5;ENST00000377236.2;ENST00000267219.12;ENST00000314070.9;ENST00000351546.7;ENST00000465831.1;ENST00000441784.5;ENST00000462234.5;ENST00000496045.5;ENST00000474663.5;ENST00000481614.1;ENST00000358679.3,5.92733528971616,-8.62006437836835,1.24420845335859e-15,2.66509450709411e-11,-1.79272776391343,4133,ENSG00000139737,protein_coding,122060
ENSG00000105402.7,NAPA,ENST00000263354.7;ENST00000597778.5;ENST00000594217.5;ENST00000597271.5;ENST00000595227.5;ENST00000594001.5;ENST00000593761.5;ENST00000593905.5;ENST00000594155.5;ENST00000601208.5;ENST00000598615.5;ENST00000602082.5;ENST00000602174.5;ENST00000595826.5;ENST00000597118.1;ENST00000596892.5;ENST00000594288.5;ENST00000594740.5;ENST00000597274.5;ENST00000601927.1;ENST00000593785.5;ENST00000597160.1,5.87819057245707,8.61207015738369,1.31109204392467e-15,2.80835915808664e-11,1.48117278285675,5839,ENSG00000105402,protein_coding,8775
ENSG00000101144.12,BMP7,ENST00000395863.7;ENST00000395864.7;ENST00000476877.1;ENST00000460817.5;ENST00000450594.6;ENST00000433911.1;ENST00000463939.1;ENST00000524700.5;ENST00000530870.1,3.44137639921217,-8.60708304542864,1.35460984961977e-15,2.90157429788555e-11,-2.92349570182707,5418,ENSG00000101144,protein_coding,655
ENSG00000120549.17,KIAA1217,ENST00000376462.5;ENST00000481700.1;ENST00000636305.1;ENST00000376456.8;ENST00000376452.7;ENST00000430453.6;ENST00000458595.5;ENST00000376454.7;ENST00000635504.1;ENST00000438429.5;ENST00000307544.10;ENST00000396446.5;ENST00000376451.4;ENST00000396445.5;ENST00000460373.1;ENST00000635163.1;ENST00000492009.1,4.26681226734292,-8.5611078123017,1.82962305624902e-15,3.91905258648539e-11,-2.67298741828844,10807,ENSG00000120549,protein_coding,56243
ENSG00000204592.8,HLA-E,ENST00000376630.4;ENST00000484194.1;ENST00000493699.1,4.50937043416786,-8.55637160324988,1.88708351837523e-15,4.04213289635973e-11,-2.7785953731001,2975,ENSG00000204592,protein_coding,3133
ENSG00000091409.14,ITGA6,ENST00000412899.5;ENST00000409532.5;ENST00000264107.11;ENST00000442250.5;ENST00000458358.5;ENST00000409080.5;ENST00000497107.1;ENST00000416789.1;ENST00000469534.1;ENST00000470259.1;ENST00000475302.1,4.38945669830938,-8.55407226458653,1.91562103378652e-15,4.10326025437072e-11,-2.73222512865297,6533,ENSG00000091409,protein_coding,3655
ENSG00000080709.14,KCNN2,ENST00000512097.7;ENST00000610748.4;ENST00000264773.7;ENST00000631899.1;ENST00000507750.5;ENST00000503706.5;ENST00000505491.1;ENST00000506812.2;ENST00000632892.1,4.11934853827347,-8.55329091728236,1.92541554596515e-15,4.12424009945735e-11,-1.76001391020563,3864,ENSG00000080709,protein_coding,3781
ENSG00000138756.17,BMP2K,ENST00000389010.7;ENST00000502871.5;ENST00000335016.9;ENST00000628286.1;ENST00000505725.1;ENST00000515075.1;ENST00000502613.1;ENST00000507670.1,5.36734058349019,-8.55313449602959,1.92738230742148e-15,4.12845290249681e-11,-1.42940663794382,9938,ENSG00000138756,protein_coding,55589
ENSG00000084636.17,COL16A1,ENST00000373672.7;ENST00000488128.6;ENST00000488897.5;ENST00000461217.1;ENST00000440437.1;ENST00000466829.5;ENST00000470799.5;ENST00000482910.1;ENST00000468459.5;ENST00000479100.1;ENST00000458715.5;ENST00000373668.7;ENST00000474000.5;ENST00000482478.5;ENST00000529928.1;ENST00000373667.4;ENST00000532877.1,4.4303801421482,-8.54603566243241,2.01876711045841e-15,4.32419915060191e-11,-2.37206636293358,9269,ENSG00000084636,protein_coding,1307
ENSG00000262655.3,SPON1,ENST00000576479.3;ENST00000591785.1,7.05114113955443,8.54695145037326,2.00674087091643e-15,4.29843894550299e-11,2.03568726340869,5102,ENSG00000262655,protein_coding,10418
ENSG00000187416.11,LHFPL3,ENST00000424859.5;ENST00000401970.2,1.68680474810661,-8.5288984206453,2.25746285113548e-15,4.8354854271322e-11,-2.74371560053657,1900,ENSG00000187416,protein_coding,375612
ENSG00000198888.2,MT-ND1,ENST00000361390.2,8.12774891051656,-8.50236564130732,2.68331217964623e-15,5.74765468880222e-11,-3.34572655331239,956,ENSG00000198888,protein_coding,4535
ENSG00000105223.19,PLD3,ENST00000599685.5;ENST00000600479.5;ENST00000392032.6;ENST00000598962.5;ENST00000409419.5;ENST00000409587.5;ENST00000594085.5;ENST00000602131.5;ENST00000409735.8;ENST00000600948.5;ENST00000356508.9;ENST00000596682.5;ENST00000594908.5;ENST00000409281.5;ENST00000493006.1;ENST00000359274.5;ENST00000464586.1;ENST00000485448.1;ENST00000492243.1;ENST00000599353.1;ENST00000480030.1;ENST00000475983.1;ENST00000488311.1;ENST00000486134.1,7.87826264667684,8.49664006655841,2.7851698835084e-15,5.965833890475e-11,1.59586995805452,5184,ENSG00000105223,protein_coding,23646
ENSG00000105928.13,DFNA5,ENST00000342947.7;ENST00000419307.5;ENST00000479636.1;ENST00000409970.5;ENST00000409775.7;ENST00000430096.1;ENST00000415480.5;ENST00000446822.5;ENST00000469133.1;ENST00000411476.2;ENST00000559637.5;ENST00000493723.5;ENST00000414428.1;ENST00000473990.1,4.50125200332828,8.48440423075997,3.01586879767979e-15,6.4599909646301e-11,1.86221266728346,8897,ENSG00000105928,protein_coding,1687
ENSG00000101134.11,DOK5,ENST00000262593.9;ENST00000491469.1;ENST00000395939.5;ENST00000484860.1,2.14702505586653,-8.48084295116928,3.0865044852115e-15,6.61129260732302e-11,-2.43085818403955,2604,ENSG00000101134,protein_coding,55816
ENSG00000044115.20,CTNNA1,ENST00000517980.5;ENST00000522227.5;ENST00000524127.5;ENST00000523912.5;ENST00000520339.5;ENST00000627109.2;ENST00000521724.5;ENST00000302763.11;ENST00000518910.5;ENST00000521941.1;ENST00000519309.5;ENST00000519113.5;ENST00000520158.5;ENST00000518825.5;ENST00000518585.1;ENST00000518919.1;ENST00000523275.5;ENST00000522730.1;ENST00000517534.5;ENST00000520400.5;ENST00000518381.5;ENST00000522013.5;ENST00000520260.5;ENST00000524292.5;ENST00000523298.5;ENST00000520865.5;ENST00000519634.5;ENST00000517533.5;ENST00000523685.5;ENST00000518263.5;ENST00000519768.5;ENST00000517656.5;ENST00000521683.5;ENST00000521640.5;ENST00000519116.5;ENST00000522052.5;ENST00000540387.5;ENST00000520522.1;ENST00000517904.1;ENST00000521368.5;ENST00000521387.1;ENST00000519489.1;ENST00000520520.1;ENST00000522792.1,5.70734526410484,-8.4882539769381,2.94131302500974e-15,6.30029249957086e-11,-1.46653691645537,8830,ENSG00000044115,protein_coding,1495
ENSG00000172380.5,GNG12,ENST00000370982.3;ENST00000494936.1,3.48706876755326,-8.48051951797252,3.09300022221985e-15,6.62520647599493e-11,-3.03834343430108,4724,ENSG00000172380,protein_coding,55970
ENSG00000173011.11,TADA2B,ENST00000506692.1;ENST00000310074.7;ENST00000512388.1;ENST00000515646.1;ENST00000510704.1,5.18679540183227,8.48111698478019,3.08101145764887e-15,6.59952654228387e-11,1.19792953901792,5776,ENSG00000173011,protein_coding,93624
ENSG00000168490.13,PHYHIP,ENST00000321613.7;ENST00000454243.6;ENST00000523252.1;ENST00000522869.5;ENST00000518274.1,8.42080636675576,8.4864690158956,2.9756513822616e-15,6.37384526080434e-11,1.90372963697594,4170,ENSG00000168490,protein_coding,9796
ENSG00000170275.14,CRTAP,ENST00000320954.10;ENST00000449224.1;ENST00000485310.1,4.93742535325111,-8.47895582020582,3.12459668375528e-15,6.69288609660381e-11,-1.30702798798087,6695,ENSG00000170275,protein_coding,10491
ENSG00000132688.10,NES,ENST00000368223.3,3.29567473330972,-8.46587437701613,3.40176893441714e-15,7.28658905752151e-11,-2.39709473103395,5558,ENSG00000132688,protein_coding,10763
ENSG00000260816.2,,ENST00000568885.2,1.5992466868718,-8.4656166561631,3.40746749424745e-15,7.29879537267805e-11,-2.02552939908109,4284,ENSG00000260816,sense_intronic,NA
ENSG00000127603.23,MACF1,ENST00000484793.5;ENST00000602421.5;ENST00000567887.5;ENST00000372915.7;ENST00000361689.6;ENST00000524432.5;ENST00000467673.5;ENST00000564288.5;ENST00000494012.1;ENST00000480624.5;ENST00000469366.1;ENST00000496804.5;ENST00000530262.5;ENST00000485063.1;ENST00000472385.1;ENST00000484393.1;ENST00000476350.1;ENST00000372925.6;ENST00000528611.1;ENST00000289893.8;ENST00000530275.2;ENST00000482035.2;ENST00000473843.1;ENST00000469490.1;ENST00000487656.1;ENST00000360115.8;ENST00000497964.1;ENST00000446276.5;ENST00000442046.5;ENST00000422234.2;ENST00000462496.5;ENST00000462103.1;ENST00000496360.5;ENST00000497807.1,9.78456194907126,-8.46360116664929,3.45236025720358e-15,7.39495567093007e-11,-0.851001980623758,43102,ENSG00000127603,protein_coding,23499
ENSG00000196865.4,NHLRC2,ENST00000369301.3;ENST00000468890.1,5.5444794659657,-8.45688159941475,3.606308438995e-15,7.72471267632728e-11,-1.19010623133252,11223,ENSG00000196865,protein_coding,374354
ENSG00000210127.1,MT-TA,ENST00000387392.1,-1.18237468067757,-8.47896662826092,3.12437719933048e-15,6.69241596096589e-11,-4.02461083842442,69,ENSG00000210127,Mt_tRNA,NA
ENSG00000163430.10,FSTL1,ENST00000295633.7;ENST00000637333.1;ENST00000480823.1;ENST00000424703.6;ENST00000488318.1;ENST00000468098.1;ENST00000469005.1;ENST00000464690.5;ENST00000472536.5;ENST00000485968.5;ENST00000467994.1,3.7877444212167,-8.4258949936982,4.40898473131403e-15,9.44404529447466e-11,-3.26439901546664,8727,ENSG00000163430,protein_coding,11167
ENSG00000105518.13,TMEM205,ENST00000586218.5;ENST00000593256.6;ENST00000447337.5;ENST00000354882.9;ENST00000585722.1;ENST00000586590.5;ENST00000586956.5;ENST00000589555.5;ENST00000587948.5;ENST00000588560.5;ENST00000588321.1;ENST00000586701.1;ENST00000592952.5;ENST00000590482.5;ENST00000591677.5;ENST00000590788.1,4.64665049855224,8.42360571009999,4.47486843566448e-15,9.58516818919332e-11,1.100137029769,1606,ENSG00000105518,protein_coding,374882
ENSG00000117115.12,PADI2,ENST00000375486.8;ENST00000479534.5;ENST00000466151.1;ENST00000375481.1,4.98738014028556,-8.41796872977132,4.64128418554195e-15,9.94163072543085e-11,-3.20907622101774,5984,ENSG00000117115,protein_coding,11240
ENSG00000135929.8,CYP27A1,ENST00000494263.5;ENST00000258415.8;ENST00000445971.1;ENST00000466602.1;ENST00000411688.1,2.46122923373054,-8.40022972977545,5.20603654094147e-15,1.11513302706966e-10,-2.57118747563741,2983,ENSG00000135929,protein_coding,1593
ENSG00000089199.9,CHGB,ENST00000378961.8;ENST00000455042.1;ENST00000488832.1,8.68891193627245,8.39510101333095,5.38165350665665e-15,1.15275018112585e-10,2.66778213365545,4535,ENSG00000089199,protein_coding,1114
ENSG00000150394.13,CDH8,ENST00000577730.5;ENST00000585315.5;ENST00000299345.10;ENST00000577390.5;ENST00000583483.1;ENST00000580044.5;ENST00000577536.1;ENST00000584337.5;ENST00000582242.1;ENST00000583382.1;ENST00000584966.1;ENST00000577228.1;ENST00000584506.1;ENST00000582980.1,7.06927434738208,8.39283540677944,5.46108960110393e-15,1.16976539255646e-10,1.74769494006612,13529,ENSG00000150394,protein_coding,1006
ENSG00000168724.14,DNAJC21,ENST00000342382.8;ENST00000382021.2;ENST00000514237.5;ENST00000512136.1;ENST00000506762.1;ENST00000509626.1,4.90681154028784,-8.38870028756215,5.60908106540947e-15,1.20146516421071e-10,-0.969277198573982,9137,ENSG00000168724,protein_coding,134218
ENSG00000001461.16,NIPAL3,ENST00000374399.8;ENST00000003912.7;ENST00000488155.1;ENST00000358028.8;ENST00000339255.2;ENST00000475663.2;ENST00000432012.1,5.46231950304189,-8.39016780482997,5.55611078990599e-15,1.19011893119786e-10,-1.70567438031505,9404,ENSG00000001461,protein_coding,57185
ENSG00000164111.14,ANXA5,ENST00000296511.9;ENST00000501272.6;ENST00000506395.5;ENST00000515017.5;ENST00000509648.5;ENST00000515717.1;ENST00000511552.5;ENST00000509016.5;ENST00000513428.5;ENST00000513523.1;ENST00000513728.1,3.82404304945383,-8.38012817304488,5.92864265170106e-15,1.26991525599437e-10,-2.70143627355527,3034,ENSG00000164111,protein_coding,308
ENSG00000184014.7,DENND5A,ENST00000328194.7;ENST00000529977.5;ENST00000530044.5;ENST00000528725.5;ENST00000527700.5;ENST00000533737.5;ENST00000525784.5;ENST00000531747.1;ENST00000524446.2;ENST00000526707.5;ENST00000531580.1;ENST00000527896.1;ENST00000526523.1;ENST00000530867.1;ENST00000532696.1;ENST00000530780.1,6.50165034869101,-8.3809622989216,5.89677094715982e-15,1.26308833688163e-10,-1.05285245320809,8648,ENSG00000184014,protein_coding,23258
ENSG00000118898.15,PPL,ENST00000345988.6;ENST00000590782.6;ENST00000592772.1;ENST00000589090.1;ENST00000590093.1;ENST00000588556.1,5.52047067385547,8.35376396454473,7.02891341984362e-15,1.5055932545305e-10,2.3853569775234,7686,ENSG00000118898,protein_coding,5493
ENSG00000128833.12,MYO5C,ENST00000261839.11;ENST00000560809.5;ENST00000559696.1;ENST00000558902.5;ENST00000559434.1;ENST00000559459.5;ENST00000558242.1;ENST00000541028.5;ENST00000558479.1,2.6682774027281,-8.33204160159128,8.0856880204498e-15,1.73195437398035e-10,-3.39125281650348,10045,ENSG00000128833,protein_coding,55930
ENSG00000168887.10,C2orf68,ENST00000306336.5;ENST00000420686.5;ENST00000423181.1;ENST00000409734.3;ENST00000478626.1,2.5228814276446,-8.32711514045449,8.34644406969085e-15,1.78780831972778e-10,-1.64596776505694,4413,ENSG00000168887,protein_coding,388969
ENSG00000221325.1,MIR1200,ENST00000408398.1,-2.77017223957409,-8.51574958479386,2.45939076703286e-15,5.26801502298438e-11,-4.12840173184271,76,ENSG00000221325,miRNA,100302113
ENSG00000145945.5,FAM50B,ENST00000380274.1;ENST00000380272.3,3.3986492190334,8.31503679975397,9.0215282014953e-15,1.93241134076029e-10,1.44643649116466,1932,ENSG00000145945,protein_coding,26240
ENSG00000183580.9,FBXL7,ENST00000504595.1;ENST00000510662.1;ENST00000329673.8,2.49353643731897,-8.31169007314134,9.21797067045849e-15,1.97448931761221e-10,-2.22372480567014,4854,ENSG00000183580,protein_coding,23194
ENSG00000125844.15,RRBP1,ENST00000468428.1;ENST00000470422.5;ENST00000610403.4;ENST00000246043.8;ENST00000377813.5;ENST00000377807.6;ENST00000360807.8;ENST00000455029.3;ENST00000495501.2;ENST00000620641.1;ENST00000398782.2,4.13302452814162,-8.31641647670557,8.94175791947094e-15,1.91532454635068e-10,-2.20402962608538,6980,ENSG00000125844,protein_coding,6238
ENSG00000109111.14,SUPT6H,ENST00000314616.10;ENST00000347486.8;ENST00000577713.1;ENST00000584312.1;ENST00000584285.1;ENST00000577939.1;ENST00000581908.1;ENST00000585230.1;ENST00000583972.1;ENST00000580471.1;ENST00000581510.1;ENST00000583340.1,6.79532113083661,8.30723760037979,9.48589990840606e-15,2.03187976038058e-10,0.774336307510854,10620,ENSG00000109111,protein_coding,6830
ENSG00000116044.15,NFE2L2,ENST00000458603.1;ENST00000397063.8;ENST00000397062.7;ENST00000446151.6;ENST00000464747.5;ENST00000449627.1;ENST00000448782.5;ENST00000430047.1;ENST00000586532.5;ENST00000421929.5;ENST00000423513.5;ENST00000588123.1;ENST00000477534.1;ENST00000462023.1,4.48989889801382,-8.28028257908935,1.12807414633388e-14,2.41633482144718e-10,-1.8514963327363,5979,ENSG00000116044,protein_coding,4780
ENSG00000279113.1,,ENST00000623871.1,-1.86194638952977,-8.34292843275628,7.53773071598599e-15,1.6145819193642e-10,-3.73858691005321,428,ENSG00000279113,TEC,NA
ENSG00000007944.14,MYLIP,ENST00000356840.7;ENST00000349606.4,3.11600045626956,-8.2700064747031,1.20502599091893e-14,2.58116567254835e-10,-1.64424562145804,3033,ENSG00000007944,protein_coding,29116
ENSG00000119711.12,ALDH6A1,ENST00000553458.5;ENST00000554501.5;ENST00000350259.8;ENST00000555126.1;ENST00000554231.5;ENST00000553814.5;ENST00000556852.1,6.01764775875876,-8.28110350777306,1.12214093714649e-14,2.40362588736777e-10,-1.92230757925474,6680,ENSG00000119711,protein_coding,4329
ENSG00000178974.9,FBXO34,ENST00000313833.4;ENST00000554940.1;ENST00000555087.1;ENST00000440021.1;ENST00000557647.5;ENST00000555280.1,6.80655722761891,8.27986218112489,1.13112456608501e-14,2.42286882055409e-10,1.52603467323972,4133,ENSG00000178974,protein_coding,55030
ENSG00000198914.3,POU3F3,ENST00000361360.3,4.23570275034473,-8.26888275908245,1.21374996163778e-14,2.59985241782812e-10,-1.61535314686574,3064,ENSG00000198914,protein_coding,5455
ENSG00000073712.14,FERMT2,ENST00000395631.6;ENST00000341590.7;ENST00000557255.1;ENST00000554152.5;ENST00000555546.5;ENST00000343279.8;ENST00000635305.1;ENST00000553373.5;ENST00000553663.5;ENST00000399304.7;ENST00000553768.1;ENST00000554288.1;ENST00000555692.5;ENST00000554712.5;ENST00000557562.1,4.64644005621315,-8.26740903147167,1.22528613726559e-14,2.6245629060229e-10,-2.23655875286298,8510,ENSG00000073712,protein_coding,10979
ENSG00000170271.10,FAXDC2,ENST00000326080.9;ENST00000423554.5;ENST00000524250.5;ENST00000517938.5;ENST00000520581.5;ENST00000521518.5;ENST00000524363.5;ENST00000522825.1;ENST00000519501.5;ENST00000519258.1;ENST00000523997.5;ENST00000518651.5;ENST00000520968.5;ENST00000517448.5;ENST00000517874.1;ENST00000520461.1,4.23719810742303,-8.25934693441137,1.29034423160003e-14,2.76391734408726e-10,-2.34692828699615,7222,ENSG00000170271,protein_coding,10826
ENSG00000279432.1,,ENST00000622996.1,3.11836847123715,-8.24888013649803,1.37993535232836e-14,2.95582152468734e-10,-1.19999759021702,3122,ENSG00000279432,TEC,NA
ENSG00000129521.13,EGLN3,ENST00000250457.7;ENST00000553215.5;ENST00000556785.1;ENST00000487915.6;ENST00000547327.2;ENST00000550114.5;ENST00000551935.5;ENST00000548285.5;ENST00000546681.5;ENST00000464521.6;ENST00000557521.1,3.10859470344479,-8.24616531944023,1.40416215984549e-14,3.00771534638904e-10,-2.21977306588058,7359,ENSG00000129521,protein_coding,112399
ENSG00000004399.12,PLXND1,ENST00000324093.8;ENST00000501038.6;ENST00000504689.1;ENST00000504524.5;ENST00000512744.5;ENST00000506979.1;ENST00000508630.1;ENST00000512807.1;ENST00000504979.1;ENST00000503166.1;ENST00000514990.1;ENST00000504767.5;ENST00000511018.1;ENST00000515191.1;ENST00000505505.1;ENST00000505665.5;ENST00000505237.2,3.53823917816949,-8.23930697288258,1.46725801948098e-14,3.14286667772826e-10,-2.61074658026192,9738,ENSG00000004399,protein_coding,23129
ENSG00000239268.2,,ENST00000484092.1,5.10003461374753,8.23531363028362,1.50528136620864e-14,3.2243126864189e-10,1.59084243023287,554,ENSG00000239268,lincRNA,NA
ENSG00000168385.17,SEPT2,ENST00000391973.6;ENST00000492978.5;ENST00000428282.5;ENST00000360051.7;ENST00000428524.5;ENST00000445030.5;ENST00000407017.5;ENST00000469434.5;ENST00000495463.5;ENST00000616972.4;ENST00000391971.6;ENST00000482304.5;ENST00000475474.5;ENST00000469175.5;ENST00000401990.5;ENST00000407971.5;ENST00000461048.5;ENST00000457335.5;ENST00000436795.5;ENST00000411484.5;ENST00000494824.5;ENST00000462147.5;ENST00000434955.5;ENST00000466211.5;ENST00000402092.6;ENST00000484740.1;ENST00000473479.5;ENST00000441533.5;ENST00000464128.5;ENST00000425899.5;ENST00000467971.5;ENST00000443492.5;ENST00000437066.5;ENST00000484648.1;ENST00000429791.5;ENST00000420786.5;ENST00000475823.5;ENST00000449239.5;ENST00000366210.2;ENST00000457874.1;ENST00000476841.1;ENST00000484167.5;ENST00000421717.1;ENST00000481500.1;ENST00000451310.1,7.0724892298722,-8.23473682392193,1.51085359740642e-14,3.23624840564456e-10,-1.09990429294229,7378,ENSG00000168385,protein_coding,4735
ENSG00000197776.7,KLHDC1,ENST00000556392.5;ENST00000555704.5;ENST00000359332.6;ENST00000553274.1;ENST00000557128.1;ENST00000554512.1,2.50749539392977,-8.215431398393,1.70961343704148e-14,3.66199198214285e-10,-2.72410606350211,3006,ENSG00000197776,protein_coding,122773
ENSG00000116729.13,WLS,ENST00000354777.6;ENST00000262348.8;ENST00000370976.7;ENST00000498615.1;ENST00000491811.5;ENST00000497187.5;ENST00000534713.5;ENST00000533537.5;ENST00000530486.5;ENST00000370973.2;ENST00000471243.2;ENST00000491076.1;ENST00000527864.1;ENST00000370971.1,4.16939998571663,-8.21112852464469,1.75732719359148e-14,3.76419484867295e-10,-2.78494483663599,4469,ENSG00000116729,protein_coding,79971
ENSG00000141458.12,NPC1,ENST00000591107.6;ENST00000590723.5;ENST00000593280.2;ENST00000586150.5;ENST00000269228.9;ENST00000588867.1;ENST00000591051.1;ENST00000587163.1;ENST00000591955.1;ENST00000591075.1;ENST00000540608.5;ENST00000586718.1;ENST00000590301.1;ENST00000587223.1,5.15431961537948,-8.2136300630168,1.72942994245739e-14,3.70443893674372e-10,-1.72698775660722,10102,ENSG00000141458,protein_coding,4864
ENSG00000110328.5,GALNT18,ENST00000227756.4;ENST00000526064.1,5.76994461436213,8.20892988067413,1.78221423972055e-14,3.81750290148142e-10,1.87365560462652,3627,ENSG00000110328,protein_coding,374378
ENSG00000004864.13,SLC25A13,ENST00000265631.9;ENST00000416240.6;ENST00000494085.1;ENST00000490072.5;ENST00000484495.5;ENST00000492869.1;ENST00000472162.2;ENST00000487710.1,2.8579223617817,-8.197462004676,1.9177910406971e-14,4.10790840917318e-10,-2.31596438424936,3710,ENSG00000004864,protein_coding,10165
ENSG00000145012.12,LPP,ENST00000448637.5;ENST00000416784.5;ENST00000430340.5;ENST00000414139.5;ENST00000454789.5;ENST00000426274.5;ENST00000420410.5;ENST00000443217.5;ENST00000618621.4;ENST00000617246.4;ENST00000457242.1;ENST00000494233.5;ENST00000474472.5;ENST00000484468.1;ENST00000462758.1;ENST00000471917.1;ENST00000487347.1;ENST00000415906.1;ENST00000483938.1;ENST00000494044.1;ENST00000459897.1,5.29975938110337,-8.2073067673034,1.80081034152445e-14,3.85733575154537e-10,-2.33069556159243,25535,ENSG00000145012,protein_coding,4026
ENSG00000136193.16,SCRN1,ENST00000242059.9;ENST00000426154.5;ENST00000425819.6;ENST00000409497.5;ENST00000434476.6;ENST00000421434.5;ENST00000494620.1;ENST00000438497.5;ENST00000409570.3;ENST00000631335.1,6.15305569328489,-8.19647820497399,1.92988672746802e-14,4.13381737023651e-10,-3.14026268641495,6046,ENSG00000136193,protein_coding,9805
ENSG00000105767.2,CADM4,ENST00000222374.2;ENST00000593506.1,4.50231130034434,-8.1851989303613,2.07407986411309e-14,4.44267906893024e-10,-1.78060997654952,2246,ENSG00000105767,protein_coding,199731
ENSG00000197746.13,PSAP,ENST00000394936.7;ENST00000394934.4;ENST00000610929.3;ENST00000495196.1;ENST00000493143.1;ENST00000633965.1,9.4290948351092,8.18756959835515,2.04291373137856e-14,4.37592121261287e-10,1.27430135552626,3239,ENSG00000197746,protein_coding,5660
ENSG00000153561.12,RMND5A,ENST00000283632.4;ENST00000466417.2;ENST00000472843.5;ENST00000471113.1,7.43422680841387,8.18529074626871,2.07286408269177e-14,4.44007486512578e-10,1.28846479715238,6804,ENSG00000153561,protein_coding,64795
ENSG00000152822.13,GRM1,ENST00000507005.1;ENST00000502405.1;ENST00000492807.6;ENST00000361719.6;ENST00000355289.8;ENST00000282753.5;ENST00000507907.1,6.64720486766746,8.17879670282256,2.16061940883935e-14,4.62804677373388e-10,2.03697724234397,7272,ENSG00000152822,protein_coding,2911
ENSG00000183196.8,CHST6,ENST00000332272.8;ENST00000390664.2,3.37799077048163,-8.16925084736783,2.29633304045532e-14,4.91874537265529e-10,-2.48899339874559,8469,ENSG00000183196,protein_coding,4166
ENSG00000163513.17,TGFBR2,ENST00000295754.9;ENST00000359013.4,2.60560844089335,-8.14810760738393,2.62771082013632e-14,5.62855657673199e-10,-2.92720907085904,4704,ENSG00000163513,protein_coding,7048
ENSG00000047579.19,DTNBP1,ENST00000344537.9;ENST00000462989.6;ENST00000510395.5;ENST00000355917.7;ENST00000622898.4;ENST00000515875.5;ENST00000513680.5;ENST00000509674.1;ENST00000338950.9;ENST00000506844.1;ENST00000514651.1;ENST00000511762.2,2.58493890038903,-8.14470597386278,2.68527610835587e-14,5.75186142409826e-10,-1.61041343934869,3052,ENSG00000047579,protein_coding,84062
ENSG00000258844.1,,ENST00000556542.1,-0.154609534647251,-8.161076411858,2.41923453790126e-14,5.18200038018449e-10,-3.53311149924377,879,ENSG00000258844,lincRNA,NA
ENSG00000115652.14,UXS1,ENST00000283148.11;ENST00000497604.1;ENST00000409501.7;ENST00000473338.1;ENST00000409032.5;ENST00000470053.1;ENST00000441952.5;ENST00000416298.5;ENST00000444193.5;ENST00000457835.5;ENST00000436241.1;ENST00000479774.5;ENST00000479621.5;ENST00000483426.5;ENST00000474920.1,5.3935992493287,8.14856525244467,2.62006000722685e-14,5.61216853547991e-10,1.39190360306492,7023,ENSG00000115652,protein_coding,80146
ENSG00000153317.14,ASAP1,ENST00000524124.5;ENST00000357668.2;ENST00000521075.5;ENST00000518721.5;ENST00000519483.5;ENST00000520189.1;ENST00000521057.1;ENST00000524018.1;ENST00000524367.5;ENST00000519169.5;ENST00000520342.5;ENST00000520927.5;ENST00000518957.1;ENST00000524299.1;ENST00000521426.5;ENST00000520625.1,5.47835938435918,-8.15047241958184,2.58841315985574e-14,5.54438098841099e-10,-1.46371490374331,8280,ENSG00000153317,protein_coding,50807
ENSG00000214106.7,PAXIP1-AS2,ENST00000411526.5;ENST00000397551.6;ENST00000449486.1,1.13361085626848,-8.13986042431955,2.7694386837877e-14,5.93213766067326e-10,-2.05338075117237,2974,ENSG00000214106,antisense,100132707
ENSG00000165757.8,KIAA1462,ENST00000375377.1;ENST00000464386.1;ENST00000465712.1,3.58511433240394,-8.13665883962672,2.82647466857751e-14,6.05430874009302e-10,-3.12400338942763,9515,ENSG00000165757,protein_coding,57608
ENSG00000171877.20,FRMD5,ENST00000618556.4;ENST00000417257.5;ENST00000402883.5;ENST00000449926.5;ENST00000484674.5;ENST00000458630.5;ENST00000421674.5;ENST00000558108.6;ENST00000451277.5;ENST00000636859.1;ENST00000473965.1;ENST00000479319.1,4.16552777721277,-8.13224036737615,2.90710392010698e-14,6.22701659686916e-10,-1.97779728828597,6673,ENSG00000171877,protein_coding,84978
ENSG00000153823.18,PID1,ENST00000482518.6;ENST00000392054.7;ENST00000409462.1;ENST00000392055.7;ENST00000354069.6;ENST00000534952.1,3.54401503254775,-8.12852168360048,2.97672495895686e-14,6.3761448620856e-10,-2.08294260007205,3364,ENSG00000153823,protein_coding,55022
ENSG00000187068.2,C3orf70,ENST00000335012.2,5.04437329380478,-8.13202274726141,2.91113340969013e-14,6.23564776355625e-10,-1.45862532528949,5901,ENSG00000187068,protein_coding,285382
